AGE	JOB	MARITAL_STATUS	EDU	social	race	sex	position	county	country	salary
45	 Private	 Married-civ-spouse	 Bachelors	 Husband	 White	 Male	 Sales	55	 United-States	 <=50K
26	 Private	 Never-married	 11th	 Not-in-family	 White	 Male	 Transport-moving	40	 United-States	 <=50K
25	 Private	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Machine-op-inspct	45	 United-States	 <=50K
23	 Private	 Never-married	 Bachelors	 Own-child	 White	 Male	 Prof-specialty	50	 United-States	 <=50K
29	 Private	 Never-married	 Some-college	 Not-in-family	 Other	 Male	 Other-service	40	 ?	 <=50K
65	 Without-pay	 Widowed	 7th-8th	 Unmarried	 White	 Female	 Farming-fishing	50	 United-States	 <=50K
31	 Private	 Never-married	 HS-grad	 Not-in-family	 White	 Male	 Transport-moving	50	 United-States	 <=50K
26	 Private	 Never-married	 HS-grad	 Not-in-family	 White	 Female	 Adm-clerical	40	 United-States	 <=50K
39	 Private	 Married-civ-spouse	 Some-college	 Husband	 White	 Male	 Craft-repair	50	 United-States	 >50K
44	 Private	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Machine-op-inspct	40	 United-States	 >50K
45	 Local-gov	 Divorced	 Masters	 Unmarried	 White	 Female	 Prof-specialty	45	 United-States	 <=50K
26	 Self-emp-not-inc	 Never-married	 Masters	 Not-in-family	 White	 Female	 Prof-specialty	50	 United-States	 <=50K
26	 Private	 Married-civ-spouse	 10th	 Husband	 White	 Male	 Transport-moving	35	 United-States	 <=50K
36	 Private	 Married-civ-spouse	 9th	 Husband	 White	 Male	 Transport-moving	50	 United-States	 <=50K
38	 Private	 Married-civ-spouse	 11th	 Husband	 White	 Male	 Craft-repair	45	 United-States	 <=50K
39	 Private	 Never-married	 HS-grad	 Unmarried	 White	 Male	 Machine-op-inspct	48	 United-States	 <=50K
52	 Self-emp-inc	 Married-civ-spouse	 Prof-school	 Husband	 White	 Male	 Exec-managerial	40	 United-States	 <=50K
39	 Private	 Married-civ-spouse	 1st-4th	 Husband	 White	 Male	 Craft-repair	45	 Mexico	 <=50K
41	 Self-emp-not-inc	 Divorced	 Some-college	 Not-in-family	 White	 Male	 Craft-repair	40	 United-States	 <=50K
42	 Local-gov	 Married-civ-spouse	 Masters	 Husband	 White	 Male	 Exec-managerial	60	 United-States	 >50K
47	 Private	 Married-civ-spouse	 Bachelors	 Husband	 White	 Male	 Sales	70	 United-States	 <=50K
28	 Local-gov	 Married-civ-spouse	 Assoc-voc	 Husband	 Black	 Male	 Protective-serv	46	 United-States	 <=50K
25	 Local-gov	 Never-married	 Bachelors	 Own-child	 White	 Male	 Prof-specialty	35	 United-States	 <=50K
35	 Private	 Never-married	 Bachelors	 Not-in-family	 White	 Female	 Adm-clerical	40	 United-States	 <=50K
32	 Private	 Separated	 HS-grad	 Unmarried	 White	 Female	 Adm-clerical	40	 United-States	 <=50K
38	 Private	 Married-civ-spouse	 Masters	 Husband	 Black	 Male	 Craft-repair	40	 United-States	 >50K
44	 Private	 Married-civ-spouse	 Some-college	 Husband	 White	 Male	 Tech-support	18	 United-States	 >50K
21	 ?	 Never-married	 Some-college	 Own-child	 White	 Female	 ?	40	 United-States	 <=50K
27	 Private	 Never-married	 Bachelors	 Own-child	 White	 Female	 Sales	40	 United-States	 <=50K
30	 Private	 Never-married	 Bachelors	 Not-in-family	 White	 Male	 Exec-managerial	55	 United-States	 >50K
30	 Private	 Never-married	 Bachelors	 Not-in-family	 White	 Male	 Sales	48	 United-States	 <=50K
45	 Private	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Handlers-cleaners	45	 United-States	 <=50K
20	 Private	 Never-married	 HS-grad	 Own-child	 White	 Male	 Craft-repair	40	 United-States	 <=50K
57	 Private	 Never-married	 Masters	 Not-in-family	 White	 Male	 Prof-specialty	80	 United-States	 <=50K
43	 Private	 Divorced	 Some-college	 Not-in-family	 White	 Male	 Adm-clerical	48	 United-States	 <=50K
50	 ?	 Married-civ-spouse	 11th	 Own-child	 Black	 Female	 ?	40	 United-States	 <=50K
28	 Private	 Married-civ-spouse	 7th-8th	 Other-relative	 Asian-Pac-Islander	 Female	 Machine-op-inspct	48	 China	 <=50K
25	 Private	 Married-civ-spouse	 HS-grad	 Other-relative	 White	 Female	 Tech-support	48	 United-States	 >50K
25	 Private	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Sales	40	 United-States	 <=50K
90	 Private	 Married-civ-spouse	 Bachelors	 Husband	 White	 Male	 Exec-managerial	45	 United-States	 <=50K
38	 Local-gov	 Separated	 Bachelors	 Unmarried	 Black	 Male	 Prof-specialty	40	 United-States	 <=50K
35	 Private	 Married-spouse-absent	 Bachelors	 Unmarried	 White	 Female	 Exec-managerial	40	 United-States	 <=50K
50	 State-gov	 Married-civ-spouse	 Bachelors	 Husband	 White	 Male	 Exec-managerial	40	 Canada	 >50K
26	 Local-gov	 Never-married	 HS-grad	 Not-in-family	 White	 Female	 Adm-clerical	40	 United-States	 <=50K
39	 Private	 Married-civ-spouse	 Some-college	 Husband	 White	 Male	 Farming-fishing	45	 United-States	 <=50K
56	 Private	 Married-civ-spouse	 10th	 Husband	 White	 Male	 Sales	40	 United-States	 <=50K
24	 Local-gov	 Divorced	 HS-grad	 Unmarried	 Black	 Female	 Protective-serv	40	 United-States	 <=50K
46	 Private	 Married-civ-spouse	 HS-grad	 Wife	 White	 Female	 Adm-clerical	40	 United-States	 >50K
18	 Local-gov	 Never-married	 11th	 Other-relative	 White	 Female	 Adm-clerical	25	 United-States	 <=50K
37	 Private	 Married-civ-spouse	 Masters	 Husband	 White	 Male	 Exec-managerial	60	 United-States	 >50K
57	 Private	 Divorced	 Masters	 Not-in-family	 White	 Female	 Prof-specialty	40	 United-States	 <=50K
43	 State-gov	 Never-married	 HS-grad	 Unmarried	 Black	 Female	 Adm-clerical	40	 United-States	 <=50K
29	 State-gov	 Married-civ-spouse	 Bachelors	 Husband	 White	 Male	 Prof-specialty	25	 Nicaragua	 <=50K
40	 Private	 Married-civ-spouse	 Masters	 Husband	 White	 Male	 Exec-managerial	40	 United-States	 >50K
44	 Self-emp-not-inc	 Married-civ-spouse	 Bachelors	 Husband	 White	 Male	 Exec-managerial	40	 United-States	 <=50K
77	 Local-gov	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Exec-managerial	6	 United-States	 <=50K
30	 Private	 Never-married	 Bachelors	 Not-in-family	 Black	 Male	 Prof-specialty	40	 United-States	 <=50K
21	 Private	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Machine-op-inspct	40	 United-States	 <=50K
66	 Private	 Married-civ-spouse	 10th	 Husband	 White	 Male	 Protective-serv	40	 United-States	 <=50K
40	 Private	 Never-married	 11th	 Own-child	 White	 Male	 Transport-moving	35	 United-States	 <=50K
68	 Private	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Sales	40	 United-States	 <=50K
64	 Private	 Widowed	 HS-grad	 Not-in-family	 White	 Female	 Other-service	38	 United-States	 <=50K
26	 Private	 Never-married	 Bachelors	 Not-in-family	 White	 Female	 Prof-specialty	50	 United-States	 <=50K
32	 Private	 Married-civ-spouse	 Some-college	 Husband	 White	 Male	 Exec-managerial	40	 United-States	 >50K
32	 Private	 Never-married	 HS-grad	 Own-child	 White	 Male	 Adm-clerical	38	 United-States	 <=50K
51	 Local-gov	 Married-civ-spouse	 Masters	 Husband	 White	 Male	 Prof-specialty	40	 United-States	 >50K
50	 Private	 Married-civ-spouse	 Masters	 Husband	 White	 Male	 Prof-specialty	45	 United-States	 >50K
49	 Private	 Married-civ-spouse	 Bachelors	 Husband	 White	 Male	 Sales	50	 United-States	 >50K
28	 Private	 Never-married	 Bachelors	 Unmarried	 White	 Male	 Transport-moving	20	 United-States	 <=50K
29	 Private	 Divorced	 HS-grad	 Unmarried	 White	 Female	 Other-service	36	 United-States	 <=50K
21	 Private	 Never-married	 Some-college	 Own-child	 White	 Male	 Sales	30	 United-States	 <=50K
28	 Private	 Never-married	 HS-grad	 Unmarried	 Black	 Female	 Adm-clerical	40	 United-States	 <=50K
55	 Private	 Married-civ-spouse	 10th	 Husband	 White	 Male	 Craft-repair	40	 United-States	 <=50K
45	 Self-emp-not-inc	 Married-civ-spouse	 HS-grad	 Husband	 Asian-Pac-Islander	 Male	 Sales	50	 South	 >50K
35	 Private	 Never-married	 Some-college	 Not-in-family	 White	 Male	 Sales	40	 United-States	 <=50K
31	 ?	 Separated	 11th	 Not-in-family	 Black	 Male	 ?	40	 United-States	 <=50K
26	 Private	 Never-married	 Masters	 Not-in-family	 White	 Male	 Prof-specialty	40	 United-States	 >50K
30	 Private	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Other-service	55	 Germany	 <=50K
33	 Private	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Sales	20	 United-States	 <=50K
40	 Private	 Married-spouse-absent	 Bachelors	 Not-in-family	 Asian-Pac-Islander	 Male	 Prof-specialty	40	 Cambodia	 >50K
23	 Private	 Never-married	 Bachelors	 Not-in-family	 White	 Male	 Exec-managerial	40	 United-States	 <=50K
35	 Private	 Never-married	 Some-college	 Not-in-family	 White	 Female	 Sales	40	 United-States	 <=50K
48	 Self-emp-not-inc	 Married-civ-spouse	 11th	 Husband	 White	 Male	 Farming-fishing	50	 United-States	 >50K
39	 Local-gov	 Divorced	 10th	 Own-child	 Black	 Male	 Handlers-cleaners	40	 United-States	 <=50K
53	 Local-gov	 Divorced	 Prof-school	 Not-in-family	 White	 Female	 Prof-specialty	50	 United-States	 <=50K
49	 Federal-gov	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Adm-clerical	40	 United-States	 >50K
31	 Private	 Never-married	 Bachelors	 Not-in-family	 Black	 Female	 Exec-managerial	40	 United-States	 <=50K
36	 Private	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Craft-repair	40	 United-States	 >50K
60	 Self-emp-inc	 Married-civ-spouse	 Some-college	 Husband	 White	 Male	 Exec-managerial	50	 United-States	 >50K
29	 Private	 Never-married	 HS-grad	 Not-in-family	 White	 Male	 Machine-op-inspct	48	 United-States	 <=50K
54	 Self-emp-inc	 Married-civ-spouse	 Some-college	 Husband	 White	 Male	 Sales	45	 United-States	 >50K
28	 ?	 Married-AF-spouse	 Assoc-acdm	 Wife	 White	 Female	 ?	3	 United-States	 <=50K
34	 Private	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Craft-repair	50	 United-States	 <=50K
30	 Private	 Never-married	 Some-college	 Not-in-family	 Black	 Female	 Sales	35	 United-States	 <=50K
19	 Private	 Never-married	 HS-grad	 Not-in-family	 White	 Female	 Priv-house-serv	45	 ?	 <=50K
26	 Private	 Never-married	 HS-grad	 Not-in-family	 White	 Male	 Handlers-cleaners	40	 United-States	 <=50K
47	 Private	 Never-married	 Some-college	 Not-in-family	 White	 Male	 Sales	70	 United-States	 >50K
50	 Private	 Divorced	 HS-grad	 Unmarried	 White	 Male	 Exec-managerial	38	 United-States	 <=50K
30	 Private	 Never-married	 Bachelors	 Unmarried	 White	 Female	 Exec-managerial	45	 United-States	 >50K
44	 Private	 Divorced	 Some-college	 Not-in-family	 White	 Male	 Machine-op-inspct	50	 United-States	 <=50K
49	 Private	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Sales	60	 United-States	 >50K
75	 Self-emp-not-inc	 Married-spouse-absent	 Masters	 Not-in-family	 White	 Female	 Prof-specialty	50	 United-States	 <=50K
37	 Private	 Married-civ-spouse	 Bachelors	 Husband	 White	 Male	 Sales	55	 United-States	 >50K
51	 State-gov	 Divorced	 HS-grad	 Unmarried	 White	 Male	 Craft-repair	38	 United-States	 <=50K
35	 Private	 Never-married	 HS-grad	 Unmarried	 White	 Male	 Craft-repair	35	 United-States	 <=50K
28	 Private	 Never-married	 Some-college	 Other-relative	 White	 Female	 Sales	40	 United-States	 <=50K
66	 Self-emp-not-inc	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Farming-fishing	40	 United-States	 <=50K
72	 Private	 Married-civ-spouse	 9th	 Wife	 Asian-Pac-Islander	 Female	 Exec-managerial	48	 United-States	 >50K
39	 Private	 Separated	 Bachelors	 Not-in-family	 White	 Male	 Sales	50	 United-States	 <=50K
27	 Private	 Never-married	 HS-grad	 Own-child	 Black	 Male	 Farming-fishing	30	 United-States	 <=50K
57	 Private	 Never-married	 Some-college	 Other-relative	 Black	 Female	 Adm-clerical	40	 Jamaica	 <=50K
24	 Private	 Married-civ-spouse	 7th-8th	 Husband	 White	 Male	 Craft-repair	38	 United-States	 <=50K
28	 Private	 Never-married	 HS-grad	 Own-child	 White	 Male	 Craft-repair	70	 United-States	 <=50K
23	 Private	 Married-spouse-absent	 Some-college	 Not-in-family	 White	 Female	 Other-service	50	 United-States	 <=50K
31	 Private	 Never-married	 Bachelors	 Not-in-family	 White	 Female	 Exec-managerial	40	 United-States	 <=50K
23	 Private	 Never-married	 Some-college	 Own-child	 White	 Female	 Other-service	20	 United-States	 <=50K
31	 Private	 Never-married	 Some-college	 Not-in-family	 White	 Female	 Other-service	40	 United-States	 <=50K
27	 Local-gov	 Never-married	 Bachelors	 Not-in-family	 White	 Female	 Prof-specialty	40	 United-States	 <=50K
30	 Private	 Married-civ-spouse	 Bachelors	 Husband	 White	 Male	 Prof-specialty	45	 United-States	 <=50K
31	 Private	 Never-married	 Prof-school	 Not-in-family	 White	 Female	 Prof-specialty	80	 ?	 <=50K
34	 Private	 Never-married	 Masters	 Not-in-family	 White	 Male	 Prof-specialty	60	 United-States	 <=50K
57	 Federal-gov	 Never-married	 HS-grad	 Not-in-family	 White	 Male	 Adm-clerical	40	 United-States	 <=50K
39	 Private	 Married-civ-spouse	 Masters	 Husband	 White	 Male	 Exec-managerial	40	 Cuba	 >50K
23	 Private	 Never-married	 11th	 Own-child	 White	 Male	 Craft-repair	40	 United-States	 <=50K
24	 Local-gov	 Married-civ-spouse	 Assoc-acdm	 Wife	 White	 Female	 Other-service	40	 United-States	 <=50K
36	 Private	 Never-married	 Doctorate	 Not-in-family	 White	 Male	 Prof-specialty	40	 England	 <=50K
32	 Private	 Divorced	 Some-college	 Other-relative	 White	 Male	 Other-service	40	 Nicaragua	 <=50K
35	 Private	 Divorced	 Assoc-acdm	 Own-child	 White	 Female	 Other-service	40	 United-States	 <=50K
36	 Private	 Married-civ-spouse	 Bachelors	 Husband	 White	 Male	 Exec-managerial	40	 United-States	 <=50K
23	 ?	 Never-married	 Bachelors	 Not-in-family	 White	 Female	 ?	50	 United-States	 <=50K
47	 Private	 Married-civ-spouse	 Assoc-voc	 Husband	 White	 Male	 Machine-op-inspct	40	 United-States	 >50K
35	 Private	 Never-married	 HS-grad	 Not-in-family	 White	 Male	 Handlers-cleaners	40	 United-States	 <=50K
44	 Federal-gov	 Married-civ-spouse	 Some-college	 Husband	 White	 Male	 Tech-support	40	 United-States	 <=50K
32	 State-gov	 Married-civ-spouse	 Masters	 Husband	 White	 Male	 Prof-specialty	50	 United-States	 <=50K
32	 Private	 Married-civ-spouse	 Assoc-acdm	 Wife	 White	 Female	 Exec-managerial	40	 United-States	 >50K
63	 Self-emp-not-inc	 Married-civ-spouse	 Some-college	 Wife	 White	 Female	 Prof-specialty	10	 United-States	 >50K
34	 Private	 Married-civ-spouse	 Assoc-voc	 Husband	 White	 Male	 Craft-repair	40	 United-States	 <=50K
47	 Private	 Married-civ-spouse	 HS-grad	 Husband	 Black	 Male	 Craft-repair	40	 United-States	 <=50K
27	 Private	 Married-civ-spouse	 11th	 Own-child	 Black	 Male	 Sales	35	 United-States	 <=50K
23	 Private	 Separated	 HS-grad	 Unmarried	 White	 Female	 Exec-managerial	42	 United-States	 <=50K
19	 ?	 Never-married	 Some-college	 Other-relative	 Amer-Indian-Eskimo	 Female	 ?	40	 United-States	 <=50K
50	 Private	 Married-civ-spouse	 10th	 Husband	 White	 Male	 Craft-repair	38	 United-States	 <=50K
49	 State-gov	 Married-civ-spouse	 Some-college	 Husband	 White	 Male	 Prof-specialty	40	 United-States	 <=50K
36	 Private	 Married-civ-spouse	 Some-college	 Husband	 White	 Male	 Exec-managerial	40	 United-States	 >50K
23	 Private	 Never-married	 Bachelors	 Unmarried	 White	 Male	 Exec-managerial	40	 United-States	 <=50K
61	 Private	 Widowed	 7th-8th	 Unmarried	 Black	 Female	 Other-service	38	 United-States	 <=50K
41	 Private	 Married-civ-spouse	 Some-college	 Husband	 White	 Male	 Farming-fishing	16	 United-States	 <=50K
27	 Self-emp-not-inc	 Married-civ-spouse	 Bachelors	 Husband	 White	 Male	 Exec-managerial	60	 United-States	 >50K
53	 Private	 Divorced	 Bachelors	 Not-in-family	 White	 Male	 Exec-managerial	70	 United-States	 <=50K
17	 Self-emp-not-inc	 Never-married	 10th	 Own-child	 White	 Male	 Adm-clerical	10	 United-States	 <=50K
23	 ?	 Never-married	 HS-grad	 Not-in-family	 White	 Male	 ?	30	 United-States	 <=50K
53	 Private	 Never-married	 Some-college	 Not-in-family	 White	 Male	 Craft-repair	40	 United-States	 <=50K
28	 Private	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Craft-repair	42	 United-States	 >50K
24	 Private	 Married-spouse-absent	 Bachelors	 Own-child	 White	 Female	 Prof-specialty	40	 United-States	 <=50K
22	 Private	 Never-married	 Some-college	 Not-in-family	 White	 Female	 Adm-clerical	20	 United-States	 <=50K
53	 Private	 Married-civ-spouse	 Bachelors	 Husband	 White	 Male	 Sales	50	 United-States	 >50K
18	 Private	 Never-married	 11th	 Other-relative	 Black	 Male	 Other-service	20	 United-States	 <=50K
24	 Private	 Never-married	 Some-college	 Unmarried	 White	 Male	 Sales	50	 Mexico	 <=50K
20	 Private	 Never-married	 HS-grad	 Not-in-family	 White	 Female	 Sales	40	 United-States	 <=50K
30	 Local-gov	 Married-civ-spouse	 7th-8th	 Husband	 White	 Male	 Transport-moving	40	 United-States	 <=50K
37	 State-gov	 Never-married	 Assoc-voc	 Not-in-family	 White	 Male	 Prof-specialty	40	 United-States	 >50K
34	 Private	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Transport-moving	40	 United-States	 <=50K
19	 Private	 Never-married	 HS-grad	 Own-child	 White	 Male	 Handlers-cleaners	30	 United-States	 <=50K
20	 Private	 Never-married	 12th	 Own-child	 White	 Female	 Adm-clerical	40	 Mexico	 <=50K
47	 Private	 Divorced	 HS-grad	 Not-in-family	 Asian-Pac-Islander	 Female	 Other-service	40	 United-States	 <=50K
20	 ?	 Never-married	 Some-college	 Own-child	 White	 Male	 ?	32	 United-States	 <=50K
22	 Private	 Never-married	 Bachelors	 Own-child	 White	 Female	 Prof-specialty	40	 United-States	 <=50K
42	 Local-gov	 Married-civ-spouse	 Masters	 Husband	 White	 Male	 Exec-managerial	40	 United-States	 >50K
60	 Private	 Divorced	 Some-college	 Not-in-family	 White	 Female	 Adm-clerical	40	 United-States	 <=50K
32	 Private	 Never-married	 HS-grad	 Unmarried	 White	 Female	 Priv-house-serv	40	 Mexico	 <=50K
46	 Private	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Exec-managerial	40	 United-States	 >50K
66	 Private	 Widowed	 HS-grad	 Not-in-family	 White	 Female	 Adm-clerical	40	 United-States	 <=50K
37	 Private	 Married-civ-spouse	 Bachelors	 Wife	 Asian-Pac-Islander	 Female	 Other-service	30	 United-States	 >50K
34	 Private	 Divorced	 Some-college	 Own-child	 White	 Male	 Exec-managerial	44	 United-States	 <=50K
45	 Private	 Never-married	 Bachelors	 Not-in-family	 White	 Male	 Prof-specialty	46	 United-States	 <=50K
35	 Private	 Married-civ-spouse	 11th	 Husband	 White	 Male	 Farming-fishing	40	 United-States	 <=50K
63	 ?	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 ?	40	 United-States	 <=50K
51	 Local-gov	 Married-civ-spouse	 Some-college	 Husband	 Black	 Male	 Exec-managerial	40	 United-States	 >50K
36	 Local-gov	 Married-civ-spouse	 Some-college	 Husband	 White	 Male	 Protective-serv	40	 United-States	 >50K
25	 Federal-gov	 Never-married	 HS-grad	 Own-child	 Black	 Male	 Adm-clerical	40	 United-States	 <=50K
51	 Private	 Divorced	 HS-grad	 Unmarried	 White	 Female	 Other-service	38	 United-States	 <=50K
25	 Self-emp-not-inc	 Never-married	 Some-college	 Own-child	 White	 Male	 Machine-op-inspct	40	 United-States	 <=50K
19	 Private	 Never-married	 HS-grad	 Own-child	 White	 Male	 Farming-fishing	45	 United-States	 <=50K
47	 Private	 Married-civ-spouse	 Some-college	 Husband	 White	 Male	 Exec-managerial	45	 United-States	 <=50K
59	 Local-gov	 Separated	 HS-grad	 Unmarried	 Black	 Female	 Protective-serv	40	 United-States	 <=50K
34	 Private	 Married-civ-spouse	 Bachelors	 Husband	 White	 Male	 Exec-managerial	40	 United-States	 >50K
40	 Private	 Separated	 Some-college	 Unmarried	 White	 Female	 Exec-managerial	60	 United-States	 <=50K
42	 Private	 Divorced	 HS-grad	 Not-in-family	 White	 Male	 Machine-op-inspct	45	 United-States	 <=50K
28	 ?	 Married-civ-spouse	 HS-grad	 Wife	 White	 Female	 ?	17	 Honduras	 <=50K
37	 Private	 Married-civ-spouse	 Masters	 Husband	 White	 Male	 Exec-managerial	60	 United-States	 >50K
51	 Self-emp-inc	 Married-civ-spouse	 Assoc-acdm	 Husband	 White	 Male	 Sales	38	 United-States	 >50K
25	 Private	 Never-married	 HS-grad	 Own-child	 White	 Male	 Adm-clerical	36	 United-States	 <=50K
31	 Federal-gov	 Married-civ-spouse	 HS-grad	 Wife	 White	 Female	 Adm-clerical	40	 United-States	 >50K
37	 Private	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Other-service	44	 United-States	 >50K
42	 Private	 Married-civ-spouse	 Assoc-acdm	 Husband	 White	 Male	 Sales	45	 United-States	 >50K
29	 ?	 Never-married	 Bachelors	 Not-in-family	 White	 Male	 ?	40	 United-States	 <=50K
35	 Private	 Divorced	 Some-college	 Not-in-family	 White	 Male	 Sales	50	 United-States	 <=50K
51	 Private	 Married-civ-spouse	 Bachelors	 Husband	 White	 Male	 Sales	47	 United-States	 >50K
22	 ?	 Never-married	 Some-college	 Own-child	 White	 Male	 ?	36	 United-States	 <=50K
49	 Private	 Married-civ-spouse	 Some-college	 Husband	 White	 Male	 Craft-repair	40	 United-States	 >50K
26	 Private	 Never-married	 Bachelors	 Not-in-family	 Asian-Pac-Islander	 Male	 Prof-specialty	16	 Japan	 <=50K
56	 Local-gov	 Divorced	 HS-grad	 Not-in-family	 White	 Female	 Adm-clerical	46	 United-States	 <=50K
52	 Private	 Married-civ-spouse	 Some-college	 Husband	 White	 Male	 Prof-specialty	45	 United-States	 >50K
61	 Self-emp-not-inc	 Married-civ-spouse	 Masters	 Husband	 White	 Male	 Craft-repair	4	 ?	 <=50K
47	 State-gov	 Divorced	 Bachelors	 Not-in-family	 White	 Female	 Exec-managerial	40	 United-States	 >50K
52	 Private	 Married-civ-spouse	 Assoc-voc	 Husband	 White	 Male	 Craft-repair	40	 United-States	 <=50K
30	 Private	 Divorced	 HS-grad	 Unmarried	 White	 Female	 Craft-repair	40	 United-States	 <=50K
43	 Self-emp-inc	 Married-civ-spouse	 Some-college	 Husband	 White	 Male	 Sales	55	 United-States	 >50K
35	 Private	 Married-civ-spouse	 Some-college	 Husband	 Asian-Pac-Islander	 Male	 Transport-moving	40	 ?	 <=50K
17	 ?	 Never-married	 12th	 Own-child	 White	 Male	 ?	40	 United-States	 <=50K
42	 Private	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Craft-repair	40	 United-States	 >50K
26	 Private	 Married-spouse-absent	 Some-college	 Other-relative	 Black	 Female	 Craft-repair	35	 Dominican-Republic	 <=50K
58	 Local-gov	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Farming-fishing	40	 United-States	 <=50K
66	 Private	 Married-civ-spouse	 Some-college	 Husband	 White	 Male	 Sales	40	 United-States	 >50K
30	 Private	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Protective-serv	60	 United-States	 >50K
46	 Private	 Separated	 Some-college	 Unmarried	 White	 Female	 Adm-clerical	40	 United-States	 <=50K
45	 Private	 Married-civ-spouse	 Some-college	 Wife	 White	 Female	 Adm-clerical	35	 United-States	 >50K
57	 Private	 Never-married	 HS-grad	 Unmarried	 White	 Female	 Sales	40	 United-States	 <=50K
25	 Private	 Never-married	 Bachelors	 Own-child	 White	 Male	 Exec-managerial	40	 United-States	 <=50K
21	 State-gov	 Never-married	 Some-college	 Own-child	 White	 Female	 Tech-support	10	 United-States	 <=50K
37	 Private	 Divorced	 HS-grad	 Not-in-family	 White	 Male	 Craft-repair	55	 United-States	 <=50K
45	 Local-gov	 Divorced	 Masters	 Not-in-family	 White	 Female	 Prof-specialty	30	 United-States	 <=50K
61	 ?	 Widowed	 Doctorate	 Not-in-family	 White	 Female	 ?	5	 United-States	 <=50K
39	 Private	 Never-married	 HS-grad	 Own-child	 White	 Male	 Craft-repair	40	 United-States	 <=50K
42	 Private	 Married-civ-spouse	 HS-grad	 Wife	 White	 Female	 Adm-clerical	53	 United-States	 <=50K
20	 Private	 Never-married	 HS-grad	 Own-child	 White	 Female	 Machine-op-inspct	40	 United-States	 <=50K
23	 Private	 Never-married	 HS-grad	 Own-child	 Black	 Male	 Protective-serv	16	 United-States	 <=50K
25	 Private	 Never-married	 Bachelors	 Own-child	 White	 Male	 Tech-support	40	 United-States	 <=50K
47	 Private	 Never-married	 5th-6th	 Own-child	 White	 Female	 Priv-house-serv	40	 El-Salvador	 <=50K
24	 Private	 Never-married	 HS-grad	 Own-child	 White	 Male	 Sales	45	 United-States	 <=50K
20	 ?	 Never-married	 Some-college	 Own-child	 Asian-Pac-Islander	 Female	 ?	15	 United-States	 <=50K
35	 Private	 Never-married	 HS-grad	 Not-in-family	 White	 Male	 Craft-repair	70	 United-States	 <=50K
44	 Local-gov	 Married-civ-spouse	 HS-grad	 Wife	 Black	 Female	 Other-service	38	 Jamaica	 >50K
47	 State-gov	 Married-civ-spouse	 Some-college	 Husband	 White	 Male	 Prof-specialty	50	 United-States	 <=50K
28	 State-gov	 Separated	 11th	 Unmarried	 Asian-Pac-Islander	 Female	 Adm-clerical	40	 India	 <=50K
41	 Local-gov	 Divorced	 Masters	 Unmarried	 White	 Female	 Prof-specialty	60	 United-States	 <=50K
31	 Private	 Never-married	 HS-grad	 Not-in-family	 White	 Female	 Adm-clerical	40	 United-States	 <=50K
27	 Private	 Never-married	 Masters	 Not-in-family	 White	 Female	 Exec-managerial	25	 United-States	 <=50K
47	 Private	 Married-civ-spouse	 Assoc-voc	 Husband	 White	 Male	 Craft-repair	40	 United-States	 <=50K
44	 Private	 Never-married	 HS-grad	 Not-in-family	 Asian-Pac-Islander	 Female	 Sales	40	 United-States	 <=50K
61	 Private	 Never-married	 Some-college	 Not-in-family	 White	 Female	 Priv-house-serv	40	 United-States	 <=50K
42	 Federal-gov	 Divorced	 Some-college	 Other-relative	 White	 Female	 Adm-clerical	40	 Puerto-Rico	 <=50K
46	 Private	 Never-married	 HS-grad	 Not-in-family	 White	 Female	 Other-service	28	 United-States	 <=50K
46	 Private	 Married-civ-spouse	 Bachelors	 Husband	 White	 Male	 Exec-managerial	50	 United-States	 >50K
54	 Local-gov	 Widowed	 Masters	 Unmarried	 White	 Female	 Prof-specialty	38	 United-States	 <=50K
49	 Private	 Widowed	 HS-grad	 Unmarried	 White	 Male	 Tech-support	40	 United-States	 <=50K
56	 Local-gov	 Widowed	 Some-college	 Unmarried	 White	 Female	 Adm-clerical	40	 United-States	 <=50K
52	 Private	 Divorced	 Masters	 Own-child	 White	 Female	 Prof-specialty	40	 United-States	 <=50K
